id,name,town,region,country,marketSegment,tripadvisorRank,latitude,longitude,officialWebsite,policyPage,bookingCom,dataSource,taxCount,feeCount,resortFee,parkingFee,childrenFreeAge,adultCharge,damageDeposit,scrapedAt,scrapingNotes
australia-perisher-lake-jindabyne-hotel,Lake Jindabyne Hotel,Perisher,New South Wales,Australia,Midscale,25,-36.3834,148.4278,https://www.lakejindabynehotel.com.au/,https://lakejindabynehotel.com.au,,official,0,0,,,,,,2025-12-20T10:23:09Z,No taxes or fees found on policy page
australia-perisher-ski-rider-motel,Ski Rider Motel,Perisher,New South Wales,Australia,Economy,26,-36.3624,148.4068,https://www.skirider.com.au/,https://www.skirider.com.au/hotel-information/,,official,0,0,,,,,,2025-12-20T10:23:47Z,No taxes or fees found on policy page
australia-perisher-snowy-valley-resort,Snowy Valley Resort,Perisher,New South Wales,Australia,Midscale,29,-36.3856,148.4301,https://www.snowyvalleyresort.com.au/,https://snowyvalleyresort.com.au/terms-conditions/,,official,0,0,,,,,,2025-12-20T10:25:12Z,No taxes or fees found on policy page
australia-thredbo-thredbo-alpine-hotel,Thredbo Alpine Hotel,Thredbo,New South Wales,Australia,Upscale,1,-36.5034,148.3067,https://www.thredbo.com.au/accommodation/thredbo-alpine-hotel/,https://www.thredbo.com.au/terms-conditions/,,official,0,0,,,,,,2025-12-20T09:31:11Z,No taxes or fees found on policy page
australia-thredbo-house-of-ullr,House of Ullr,Thredbo,New South Wales,Australia,Upscale,3,-36.5023,148.3056,https://www.houseofullr.com.au/,https://www.houseofullr.com.au/terms-and-conditions,,official,0,0,,,,,,2025-12-20T09:32:04Z,No taxes or fees found on policy page
australia-thredbo-thredbo-yha,Thredbo YHA,Thredbo,New South Wales,Australia,Economy,8,-36.5078,148.3112,https://www.yha.com.au/hostels/nsw/snowy-mountains/thredbo/,https://www.yha.com.au/hostels/booking-terms-and-conditions/,,official,0,0,,,,,,2025-12-20T09:35:07Z,No taxes or fees found on policy page
australia-thredbo-lantern-apartments,Lantern Apartments,Thredbo,New South Wales,Australia,Upper-Midscale,9,-36.499,148.3023,https://www.lanternapartments.com.au/,https://www.lanternapartments.com.au/terms-conditions/,,official,0,0,,,,,,2025-12-20T09:35:15Z,No taxes or fees found on policy page
australia-thredbo-alpine-gables,Alpine Gables,Thredbo,New South Wales,Australia,Upper-Midscale,11,-36.4979,148.3012,https://www.alpinegables.com.au/,https://alpinegables.com.au/home,,official,0,0,,,,,,2025-12-20T09:35:55Z,No taxes or fees found on policy page
australia-thredbo-matterhorn-lodge,Matterhorn Lodge,Thredbo,New South Wales,Australia,Upper-Midscale,14,-36.5112,148.3145,https://www.matterhornlodge.com.au/,https://www.matterhornlodge.com.au/s/FQA.pdf,,official,0,0,,,,,,2025-12-20T09:37:51Z,No taxes or fees found on policy page
australia-thredbo-snowgoose-apartments,Snowgoose Apartments,Thredbo,New South Wales,Australia,Upper-Midscale,15,-36.4957,148.299,https://www.snowgoose.com.au/,https://www.snowgoose.com.au/pages/faqs,,official,0,0,,,,,,2025-12-20T09:38:31Z,No taxes or fees found on policy page
australia-thredbo-crackenback-resort,Crackenback Resort,Thredbo,New South Wales,Australia,Upscale,16,-36.4623,148.2789,https://www.crackenback.com.au/,https://www.crackenback.com.au/faq/,,official,0,0,,,,,,2025-12-20T09:39:02Z,No taxes or fees found on policy page
australia-thredbo-banjo-paterson-inn,Banjo Paterson Inn,Thredbo,New South Wales,Australia,Midscale,25,-36.4189,148.6245,https://www.banjopatersoninn.com.au/,https://www.banjopatersoninn.com.au/terms-conditions,,official,0,0,,,,,,2025-12-20T09:44:31Z,No taxes or fees found on policy page
australia-thredbo-jindy-inn-jindabyne,Jindy Inn Jindabyne,Thredbo,New South Wales,Australia,Midscale,28,-36.4212,148.6267,https://www.jindyinn.com.au/,https://www.jindyinn.com.au/about-2/faq,,official,0,0,,,,,,2025-12-20T09:46:12Z,No taxes or fees found on policy page
canada-banff-fairmont-banff-springs,Fairmont Banff Springs,Banff,Alberta,Canada,Luxury,1,51.1679,-115.5595,https://www.fairmont.com/banff-springs/,https://permalink.fairmont.com/booking/select?dateIn=2025-12-22&lengthOfStayValue=1&client=aem.fairmont&product%5B0%5D%5BadultNumber%5D=2&languageCode=en&hotelCodes=A550,,official,0,1,,$35,,,,2025-12-22T22:05:16Z,
canada-banff-rimrock-resort-hotel,Rimrock Resort Hotel,Banff,Alberta,Canada,Upscale,2,51.1546,-115.5856,https://www.rimrockresort.com/,https://www.rimrockresort.com/faqs/,,official,0,0,,,,,,2025-12-22T22:05:54Z,No taxes or fees found on policy page
canada-banff-moose-hotel-and-suites,Moose Hotel and Suites,Banff,Alberta,Canada,Upscale,3,51.1762,-115.5708,https://www.banffmoosehotel.com/,https://www.booking.com/hotel/ca/moose-and-suites.en-gb.html?aid=304142&label=mkt123sc-409007e3-0c34-421e-8748-6e066a0149de&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ac6b4c92d14677abe059153a32418806&srepoch=1766441242&from=searchresults,https://www.booking.com/hotel/ca/moose-and-suites.en-gb.html?aid=304142&label=mkt123sc-409007e3-0c34-421e-8748-6e066a0149de&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ac6b4c92d14677abe059153a32418806&srepoch=1766441242&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:07:40Z,Data sourced from Booking.com listing
canada-banff-the-juniper-hotel,The Juniper Hotel,Banff,Alberta,Canada,Upper-Midscale,4,51.1891,-115.5543,https://thejuniper.com/,https://www.booking.com/hotel/ca/the-juniper-bistro.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHnNlYXJjaF90aGUganVuaXBlciBob3RlbCBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_4KnygbAAgHSAiQ1OWM5YzBlYy1mYWE5LTRkY2ItYTNiZi01NzYxMGY2ZmFkMmHYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=42cc9bbfe9d40225&srepoch=1766441345&from=searchresults,https://www.booking.com/hotel/ca/the-juniper-bistro.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHnNlYXJjaF90aGUganVuaXBlciBob3RlbCBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC_4KnygbAAgHSAiQ1OWM5YzBlYy1mYWE5LTRkY2ItYTNiZi01NzYxMGY2ZmFkMmHYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=42cc9bbfe9d40225&srepoch=1766441345&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:09:23Z,Data sourced from Booking.com listing
canada-banff-banff-aspen-lodge,Banff Aspen Lodge,Banff,Alberta,Canada,Upper-Midscale,5,51.1754,-115.5702,https://www.banffaspenlodge.com/,https://www.banffaspenlodge.com/terms-and-conditions,,official,0,0,,,,,,2025-12-22T22:10:45Z,No taxes or fees found on policy page
canada-banff-mount-royal-hotel,Mount Royal Hotel,Banff,Alberta,Canada,Upper-Midscale,6,51.1784,-115.5708,https://www.banffmountroyalhotel.com/,https://www.booking.com/hotel/ca/mount-royal-banff.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHnNlYXJjaF9tb3VudCByb3lhbCBob3RlbCBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsoSnygbAAgHSAiQ0ZTQ5YTAwYi0zOTVlLTQwNjMtYjUzNC0zYTY2YjQ5NTcyZmTYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=03ce9c1984ab00f0&srepoch=1766441525&from=searchresults,https://www.booking.com/hotel/ca/mount-royal-banff.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHnNlYXJjaF9tb3VudCByb3lhbCBob3RlbCBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsoSnygbAAgHSAiQ0ZTQ5YTAwYi0zOTVlLTQwNjMtYjUzNC0zYTY2YjQ5NTcyZmTYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=03ce9c1984ab00f0&srepoch=1766441525&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:12:22Z,Data sourced from Booking.com listing
canada-banff-elk-avenue-hotel,Elk + Avenue Hotel,Banff,Alberta,Canada,Midscale,7,51.1778,-115.5712,https://www.bestofbanff.com/elk-avenue/,https://www.booking.com/hotel/ca/banff-international.en-gb.html?aid=304142&label=mkt123sc-44d7f539-d4d0-46a9-9efa-e17c5f68daba&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=72ecf2398c75b24dc80cd86dc96d711a&srepoch=1766441630&from=searchresults,https://www.booking.com/hotel/ca/banff-international.en-gb.html?aid=304142&label=mkt123sc-44d7f539-d4d0-46a9-9efa-e17c5f68daba&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=72ecf2398c75b24dc80cd86dc96d711a&srepoch=1766441630&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:14:06Z,Data sourced from Booking.com listing
canada-banff-banff-park-lodge,Banff Park Lodge,Banff,Alberta,Canada,Upper-Midscale,8,51.1768,-115.5698,https://www.banffparklodge.com/,https://www.banffparklodge.com/parking-instructions/,,official,0,0,,,,,,2025-12-22T22:14:24Z,No taxes or fees found on policy page
canada-banff-the-rundlestone-lodge,The Rundlestone Lodge,Banff,Alberta,Canada,Upper-Midscale,9,51.1695,-115.5642,https://www.rundlestone.com/,https://www.booking.com/hotel/ca/the-rundlestone-lodge.en-gb.html?aid=304142&label=mkt123sc-d9910bd3-936a-43c9-94e4-082f3c401a61&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8b5d3cab956e38614a9034a92db621e4&srepoch=1766441752&from=searchresults,https://www.booking.com/hotel/ca/the-rundlestone-lodge.en-gb.html?aid=304142&label=mkt123sc-d9910bd3-936a-43c9-94e4-082f3c401a61&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8b5d3cab956e38614a9034a92db621e4&srepoch=1766441752&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:16:09Z,Data sourced from Booking.com listing
canada-banff-banff-caribou-lodge-spa,Banff Caribou Lodge & Spa,Banff,Alberta,Canada,Midscale,10,51.1756,-115.5689,https://www.bestofbanff.com/banff-caribou-lodge/,https://www.booking.com/hotel/ca/banff-caribou-lodge-and-spa.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCJnNlYXJjaF9iYW5mZiBjYXJpYm91IGxvZGdlICYgc3BhIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL_hqfKBsACAdICJGVjYzhhOGM2LTRmYjUtNGJiNy05N2I1LTdlNjJmNTNhN2M4M9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f4609cbfa180013f&srepoch=1766441858&from=searchresults,https://www.booking.com/hotel/ca/banff-caribou-lodge-and-spa.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCJnNlYXJjaF9iYW5mZiBjYXJpYm91IGxvZGdlICYgc3BhIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL_hqfKBsACAdICJGVjYzhhOGM2LTRmYjUtNGJiNy05N2I1LTdlNjJmNTNhN2M4M9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f4609cbfa180013f&srepoch=1766441858&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:17:54Z,Data sourced from Booking.com listing
canada-banff-hidden-ridge-resort,Hidden Ridge Resort,Banff,Alberta,Canada,Upper-Midscale,11,51.1612,-115.5734,https://www.bestofbanff.com/hidden-ridge-resort/,https://www.booking.com/hotel/ca/the-hidden-ridge-resort.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9oaWRkZW4gcmlkZ2UgcmVzb3J0IGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALmh6fKBsACAdICJDliNTY4OTFjLTEzMjItNDY2Yi04NmMyLWFiYTI5MzA3N2JhNtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2b519cf343bb019a&srepoch=1766441961&from=searchresults,https://www.booking.com/hotel/ca/the-hidden-ridge-resort.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9oaWRkZW4gcmlkZ2UgcmVzb3J0IGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALmh6fKBsACAdICJDliNTY4OTFjLTEzMjItNDY2Yi04NmMyLWFiYTI5MzA3N2JhNtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2b519cf343bb019a&srepoch=1766441961&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:19:38Z,Data sourced from Booking.com listing
canada-banff-fox-hotel-suites,Fox Hotel & Suites,Banff,Alberta,Canada,Upper-Midscale,12,51.1752,-115.5685,https://www.bestofbanff.com/fox-hotel/,https://www.booking.com/hotel/ca/fox-and-suites.en-gb.html?aid=304142&label=mkt123sc-6fa24a5c-aab2-41c1-9680-a4dcd7edf1bf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=882a1b02f03582cbae6cc1ac3ebbe2c1&srepoch=1766442061&from=searchresults,https://www.booking.com/hotel/ca/fox-and-suites.en-gb.html?aid=304142&label=mkt123sc-6fa24a5c-aab2-41c1-9680-a4dcd7edf1bf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=882a1b02f03582cbae6cc1ac3ebbe2c1&srepoch=1766442061&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:21:20Z,Data sourced from Booking.com listing
canada-banff-royal-canadian-lodge,Royal Canadian Lodge,Banff,Alberta,Canada,Midscale,13,51.1761,-115.5693,https://www.banffroyalcanadianlodge.com/,https://www.booking.com/hotel/ca/royal-canadian-lodge.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9yb3lhbCBjYW5hZGlhbiBsb2RnZSBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsomnygbAAgHSAiQxMjQwZWRjNi1kODk5LTQ2MjktYmY1Mi1kMjVlNDY0MzgzOTDYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=00bd9d5944300093&srepoch=1766442165&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/ca/royal-canadian-lodge.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9yb3lhbCBjYW5hZGlhbiBsb2RnZSBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsomnygbAAgHSAiQxMjQwZWRjNi1kODk5LTQ2MjktYmY1Mi1kMjVlNDY0MzgzOTDYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=00bd9d5944300093&srepoch=1766442165&from_sustainable_property_sr=1&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:23:03Z,Data sourced from Booking.com listing
canada-banff-banff-ptarmigan-inn,Banff Ptarmigan Inn,Banff,Alberta,Canada,Midscale,14,51.1773,-115.5701,https://www.banffptarmiganinn.com/,https://banffptarmiganinn.com/amenities/,,official,0,0,,,,,,2025-12-22T22:23:23Z,No taxes or fees found on policy page
canada-banff-charltons-banff,Charlton's Banff,Banff,Alberta,Canada,Upper-Midscale,15,51.1748,-115.5678,https://www.charltonsbanff.com/,https://www.charltonsbanff.com,,official,0,0,,,,,,2025-12-22T22:23:41Z,No taxes or fees found on policy page
canada-banff-banff-inn,Banff Inn,Banff,Alberta,Canada,Midscale,16,51.1776,-115.5695,https://www.banffinn.com/,https://banffinn.com/amenities/,,official,0,1,,$19.95,,,,2025-12-22T22:23:59Z,
canada-banff-basecamp-suites-banff,Basecamp Suites Banff,Banff,Alberta,Canada,Upper-Midscale,17,51.1771,-115.5688,https://basecampresorts.com/banff/,https://basecampresorts.com/about/,,official,0,0,,,,,,2025-12-22T22:24:52Z,No taxes or fees found on policy page
canada-banff-irwins-mountain-inn,Irwin's Mountain Inn,Banff,Alberta,Canada,Economy,18,51.1782,-115.5715,https://www.irwinsmountaininn.com/,https://irwinsmountaininn.com/amenities/,,official,0,0,,,,,,2025-12-22T22:25:13Z,No taxes or fees found on policy page
canada-banff-tunnel-mountain-resort,Tunnel Mountain Resort,Banff,Alberta,Canada,Upper-Midscale,19,51.1823,-115.5512,https://www.tunnelmountain.com/,https://tunnelmountain.com/amenities/,,official,0,0,,,,,,2025-12-22T22:25:37Z,No taxes or fees found on policy page
canada-banff-banff-voyager-inn,Banff Voyager Inn,Banff,Alberta,Canada,Midscale,20,51.1789,-115.5723,https://www.banffvoyagerinn.com/,https://www.booking.com/hotel/ca/the-banff-inn.en-gb.html?aid=304142&label=mkt123sc-5ad38823-3c53-42b1-8437-becc8c9a140a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=63bf7fb640fc49c019328e74a922f1e1&srepoch=1766442420&from=searchresults,https://www.booking.com/hotel/ca/the-banff-inn.en-gb.html?aid=304142&label=mkt123sc-5ad38823-3c53-42b1-8437-becc8c9a140a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=63bf7fb640fc49c019328e74a922f1e1&srepoch=1766442420&from=searchresults,booking.com,0,0,,,12,,,2025-12-22T22:27:17Z,Data sourced from Booking.com listing
canada-banff-high-country-inn,High Country Inn,Banff,Alberta,Canada,Midscale,21,51.1765,-115.5681,https://www.highcountryinn.com/,https://www.booking.com/hotel/ca/po-coast-high-country-inn-whitehorse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHXNlYXJjaF9oaWdoIGNvdW50cnkgaW5uIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYjKfKBsACAdICJGM4MjZlZjAzLWQ3NDItNDQwMC1hM2EyLTM3MjBmNWM5NmE2YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=36fa9e0cd2690889&srepoch=1766442524&from=searchresults,https://www.booking.com/hotel/ca/po-coast-high-country-inn-whitehorse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHXNlYXJjaF9oaWdoIGNvdW50cnkgaW5uIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYjKfKBsACAdICJGM4MjZlZjAzLWQ3NDItNDQwMC1hM2EyLTM3MjBmNWM5NmE2YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=36fa9e0cd2690889&srepoch=1766442524&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:29:00Z,Data sourced from Booking.com listing
canada-banff-inns-of-banff,Inns of Banff,Banff,Alberta,Canada,Midscale,22,51.1758,-115.5676,https://www.innsofbanff.com/,https://hotelcanoeandsuites.com/amenities/,,official,0,0,,,,,,2025-12-22T22:29:21Z,No taxes or fees found on policy page
canada-banff-banff-rocky-mountain-resort,Banff Rocky Mountain Resort,Banff,Alberta,Canada,Upper-Midscale,23,51.1634,-115.5589,https://www.banffrockymountainresort.com/,https://www.booking.com/hotel/ca/banff-rocky-mountain-resort.en-gb.html?aid=304142&label=mkt123sc-22c5f055-026a-4ccf-bd87-920df0342cdf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7823b8e60992727e149bbccae104fff8&srepoch=1766442646&from=searchresults,https://www.booking.com/hotel/ca/banff-rocky-mountain-resort.en-gb.html?aid=304142&label=mkt123sc-22c5f055-026a-4ccf-bd87-920df0342cdf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7823b8e60992727e149bbccae104fff8&srepoch=1766442646&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:31:05Z,Data sourced from Booking.com listing
canada-banff-brewsters-mountain-lodge,Brewster's Mountain Lodge,Banff,Alberta,Canada,Midscale,24,51.1779,-115.5707,https://www.brewstermountainlodge.com/,https://brewstermountainlodge.com/privacy,,official,0,0,,,,,,2025-12-22T22:32:18Z,No taxes or fees found on policy page
