id,name,town,region,country,marketSegment,tripadvisorRank,latitude,longitude,officialWebsite,policyPage,bookingCom,dataSource,taxCount,feeCount,resortFee,parkingFee,childrenFreeAge,adultCharge,damageDeposit,scrapedAt,scrapingNotes
switzerland-st-moritz-hotel-sonne,Hotel Sonne,St. Moritz,Graubunden,Switzerland,Upper-Midscale,15,46.4967,9.8389,https://www.sonne-stmoritz.ch/,https://www.sonne-stmoritz.ch/home?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&cHash=ae77208c7dead7276e1ab57ed9ac2c21,,official,0,0,,,,,,2025-12-21T01:19:18Z,No taxes or fees found on policy page
switzerland-st-moritz-giardino-mountain,Giardino Mountain,St. Moritz,Graubunden,Switzerland,Luxury,17,46.5089,9.8523,https://www.giardino-mountain.ch/,https://giardinohotels.ch/de/,,official,0,0,,,,,,2025-12-21T01:20:34Z,No taxes or fees found on policy page
switzerland-st-moritz-hotel-albana,Hotel Albana,St. Moritz,Graubunden,Switzerland,Upper-Midscale,18,46.4434,9.7701,https://www.hotelalbana.ch/,https://www.hotelalbana.ch/services/bewertungen,,official,0,0,,,,,,2025-12-21T01:21:52Z,No taxes or fees found on policy page
switzerland-st-moritz-romantik-hotel-muottas-muragl,Romantik Hotel Muottas Muragl,St. Moritz,Graubunden,Switzerland,Upscale,19,46.5156,9.9234,https://www.muottasmuragl.ch/,https://www.muottasmuragl.ch/en/terms-and-conditions/,,official,0,0,,,,,,2025-12-21T01:23:03Z,No taxes or fees found on policy page
switzerland-st-moritz-youth-hostel-st-moritz,Youth Hostel St. Moritz,St. Moritz,Graubunden,Switzerland,Economy,26,46.4912,9.8323,https://www.youthhostel.ch/en/hostels/st-moritz-bad/,https://www.youthhostel.ch/de/faq,,official,0,0,,,,,,2025-12-21T01:30:46Z,No taxes or fees found on policy page
switzerland-st-moritz-sporthotel-pontresina,Sporthotel Pontresina,St. Moritz,Graubunden,Switzerland,Upper-Midscale,28,46.4923,9.9023,https://www.sporthotel.ch/,https://www.sporthotel.ch/de/services/bewertungen,,official,0,0,,,,,,2025-12-21T01:33:32Z,No taxes or fees found on policy page
switzerland-verbier-hotel-vanessa,Hotel Vanessa,Verbier,Valais,Switzerland,Upper-Midscale,7,46.1001,7.2323,https://www.hotelvanessa.ch/,https://www.hotelvanessa.ch/,,official,0,0,,,,,,2025-12-21T01:43:05Z,No taxes or fees found on policy page
switzerland-verbier-hotel-de-verbier,Hotel de Verbier,Verbier,Valais,Switzerland,Upper-Midscale,10,46.0923,7.2245,https://www.hoteldeverbier.ch/,https://hoteldeverbier.com,,official,0,0,,,,,,2025-12-21T01:45:32Z,No taxes or fees found on policy page
switzerland-verbier-aparthotel-helvetia-intergolf,Aparthotel Helvetia Intergolf,Verbier,Valais,Switzerland,Upper-Midscale,16,46.089,7.2212,https://www.helvetia-intergolf.ch/,https://www.helvetia-intergolf.ch/wp-content/uploads/sites/195/2023/03/CONDITIONS_GÉNÉRALES_DE_RESERVATION_allemand.pdf,,official,0,0,,,,,,2025-12-21T01:52:55Z,No taxes or fees found on policy page
switzerland-verbier-hotel-chamois,Hotel Chamois,Verbier,Valais,Switzerland,Midscale,25,46.1089,7.2412,https://www.hotelchamois.ch/,https://hotel-chamois.ch/fr/,,official,0,0,,,,,,2025-12-21T02:02:37Z,No taxes or fees found on policy page
switzerland-zermatt-the-omnia,The Omnia,Zermatt,Valais,Switzerland,Luxury,1,46.0207,7.7491,https://www.the-omnia.com/,https://www.simplebooking.it/ibe2/hotel/5293?lang=EN&cur=CHF,,official,0,0,,,,,,2025-12-21T00:37:41Z,No taxes or fees found on policy page
switzerland-zermatt-mont-cervin-palace,Mont Cervin Palace,Zermatt,Valais,Switzerland,Luxury,2,46.0234,7.7512,https://www.montcervinpalace.ch/,https://www.montcervinpalace.ch/info-guide/,,official,0,0,,,,,,2025-12-21T00:38:41Z,No taxes or fees found on policy page
switzerland-zermatt-grand-hotel-zermatterhof,Grand Hotel Zermatterhof,Zermatt,Valais,Switzerland,Luxury,3,46.0223,7.7489,https://www.zermatterhof.ch/,https://www.zermatterhof.ch/terms-and-conditions/,,official,0,0,,,,,,2025-12-21T00:39:55Z,No taxes or fees found on policy page
switzerland-zermatt-riffelalp-resort-2222m,Riffelalp Resort 2222m,Zermatt,Valais,Switzerland,Luxury,4,46.0012,7.7634,https://www.riffelalp.com/,https://www.riffelalp.com/en/privacy-policy-general-terms-and-conditions/,,official,0,0,,,,,,2025-12-21T00:41:12Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-alex,Hotel Alex,Zermatt,Valais,Switzerland,Upscale,7,46.0212,7.7501,https://www.hotelalexzermatt.com/,https://www.hotelalexzermatt.com/ueber-uns/,,official,0,0,,,,,,2025-12-21T00:44:28Z,No taxes or fees found on policy page
switzerland-zermatt-backstage-hotel-vernissage,Backstage Hotel Vernissage,Zermatt,Valais,Switzerland,Upscale,8,46.0198,7.7489,https://www.backstagehotel.ch/,https://www.backstagehotel.ch/,,official,0,0,,,,,,2025-12-21T00:44:30Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-cervo-mountain-resort,Hotel Cervo Mountain Resort,Zermatt,Valais,Switzerland,Luxury,9,46.0234,7.7534,https://www.cervo.ch/,https://cervo.swiss/en/services,,official,0,0,,,,,,2025-12-21T00:44:58Z,No taxes or fees found on policy page
switzerland-zermatt-cervo-mountain-resort,CERVO Mountain Resort,Zermatt,Valais,Switzerland,Upscale,10,46.0245,7.7545,https://www.cervo.ch/,https://cervo.swiss/en/services,,official,0,0,,,,,,2025-12-21T00:45:24Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-mirabeau,Hotel Mirabeau,Zermatt,Valais,Switzerland,Upper-Midscale,11,46.0178,7.7456,https://www.hotel-mirabeau.ch/,https://www.hotel-mirabeau.ch/faq,,official,0,0,,,,,,2025-12-21T00:46:04Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-firefly,Hotel Firefly,Zermatt,Valais,Switzerland,Upper-Midscale,15,46.0223,7.7512,https://www.firefly-zermatt.ch/,https://www.firefly-zermatt.ch/application/files/7017/2242/8660/terms-and-conditions-hotel-firefly-zermatt.pdf,,official,0,0,,,,,,2025-12-21T00:50:56Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-alphubel,Hotel Alphubel,Zermatt,Valais,Switzerland,Upper-Midscale,18,46.0189,7.7478,https://www.alphubel-zermatt.ch/,https://alphubel-zermatt.ch/terms-and-conditions/,,official,0,0,,,,,,2025-12-21T00:54:29Z,No taxes or fees found on policy page
switzerland-zermatt-hotel-aristella-swissflair,Hotel Aristella Swissflair,Zermatt,Valais,Switzerland,Upper-Midscale,19,46.0201,7.7489,https://www.aristella.ch/,https://aristella.ch/about-us/,,official,0,0,,,,,,2025-12-21T00:55:22Z,No taxes or fees found on policy page
switzerland-zermatt-youth-hostel-zermatt,Youth Hostel Zermatt,Zermatt,Valais,Switzerland,Economy,26,46.0145,7.7423,https://www.youthhostel.ch/en/hostels/zermatt/,https://www.youthhostel.ch/de/faq,,official,0,0,,,,,,2025-12-21T01:03:22Z,No taxes or fees found on policy page
