id,name,town,region,country,marketSegment,tripadvisorRank,latitude,longitude,officialWebsite,policyPage,bookingCom,dataSource,taxCount,feeCount,resortFee,parkingFee,childrenFreeAge,adultCharge,damageDeposit,scrapedAt,scrapingNotes
canada-banff-hidden-ridge-resort,Hidden Ridge Resort,Banff,Alberta,Canada,Upper-Midscale,11,51.1612,-115.5734,https://www.bestofbanff.com/hidden-ridge-resort/,https://www.booking.com/hotel/ca/the-hidden-ridge-resort.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9oaWRkZW4gcmlkZ2UgcmVzb3J0IGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALmh6fKBsACAdICJDliNTY4OTFjLTEzMjItNDY2Yi04NmMyLWFiYTI5MzA3N2JhNtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2b519cf343bb019a&srepoch=1766441961&from=searchresults,https://www.booking.com/hotel/ca/the-hidden-ridge-resort.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIHNlYXJjaF9oaWRkZW4gcmlkZ2UgcmVzb3J0IGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALmh6fKBsACAdICJDliNTY4OTFjLTEzMjItNDY2Yi04NmMyLWFiYTI5MzA3N2JhNtgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2b519cf343bb019a&srepoch=1766441961&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:19:38Z,Data sourced from Booking.com listing
canada-banff-fox-hotel-suites,Fox Hotel & Suites,Banff,Alberta,Canada,Upper-Midscale,12,51.1752,-115.5685,https://www.bestofbanff.com/fox-hotel/,https://www.booking.com/hotel/ca/fox-and-suites.en-gb.html?aid=304142&label=mkt123sc-6fa24a5c-aab2-41c1-9680-a4dcd7edf1bf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=882a1b02f03582cbae6cc1ac3ebbe2c1&srepoch=1766442061&from=searchresults,https://www.booking.com/hotel/ca/fox-and-suites.en-gb.html?aid=304142&label=mkt123sc-6fa24a5c-aab2-41c1-9680-a4dcd7edf1bf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=882a1b02f03582cbae6cc1ac3ebbe2c1&srepoch=1766442061&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:21:20Z,Data sourced from Booking.com listing
canada-banff-royal-canadian-lodge,Royal Canadian Lodge,Banff,Alberta,Canada,Midscale,13,51.1761,-115.5693,https://www.banffroyalcanadianlodge.com/,https://www.booking.com/hotel/ca/royal-canadian-lodge.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9yb3lhbCBjYW5hZGlhbiBsb2RnZSBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsomnygbAAgHSAiQxMjQwZWRjNi1kODk5LTQ2MjktYmY1Mi1kMjVlNDY0MzgzOTDYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=00bd9d5944300093&srepoch=1766442165&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/ca/royal-canadian-lodge.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCIXNlYXJjaF9yb3lhbCBjYW5hZGlhbiBsb2RnZSBiYW5mZkgzWARoJ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCsomnygbAAgHSAiQxMjQwZWRjNi1kODk5LTQ2MjktYmY1Mi1kMjVlNDY0MzgzOTDYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=00bd9d5944300093&srepoch=1766442165&from_sustainable_property_sr=1&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:23:03Z,Data sourced from Booking.com listing
canada-banff-banff-ptarmigan-inn,Banff Ptarmigan Inn,Banff,Alberta,Canada,Midscale,14,51.1773,-115.5701,https://www.banffptarmiganinn.com/,https://banffptarmiganinn.com/amenities/,,official,0,0,,,,,,2025-12-22T22:23:23Z,No taxes or fees found on policy page
canada-banff-charltons-banff,Charlton's Banff,Banff,Alberta,Canada,Upper-Midscale,15,51.1748,-115.5678,https://www.charltonsbanff.com/,https://www.charltonsbanff.com,,official,0,0,,,,,,2025-12-22T22:23:41Z,No taxes or fees found on policy page
canada-banff-banff-inn,Banff Inn,Banff,Alberta,Canada,Midscale,16,51.1776,-115.5695,https://www.banffinn.com/,https://banffinn.com/amenities/,,official,0,1,,$19.95,,,,2025-12-22T22:23:59Z,
canada-banff-basecamp-suites-banff,Basecamp Suites Banff,Banff,Alberta,Canada,Upper-Midscale,17,51.1771,-115.5688,https://basecampresorts.com/banff/,https://basecampresorts.com/about/,,official,0,0,,,,,,2025-12-22T22:24:52Z,No taxes or fees found on policy page
canada-banff-irwins-mountain-inn,Irwin's Mountain Inn,Banff,Alberta,Canada,Economy,18,51.1782,-115.5715,https://www.irwinsmountaininn.com/,https://irwinsmountaininn.com/amenities/,,official,0,0,,,,,,2025-12-22T22:25:13Z,No taxes or fees found on policy page
canada-banff-tunnel-mountain-resort,Tunnel Mountain Resort,Banff,Alberta,Canada,Upper-Midscale,19,51.1823,-115.5512,https://www.tunnelmountain.com/,https://tunnelmountain.com/amenities/,,official,0,0,,,,,,2025-12-22T22:25:37Z,No taxes or fees found on policy page
canada-banff-banff-voyager-inn,Banff Voyager Inn,Banff,Alberta,Canada,Midscale,20,51.1789,-115.5723,https://www.banffvoyagerinn.com/,https://www.booking.com/hotel/ca/the-banff-inn.en-gb.html?aid=304142&label=mkt123sc-5ad38823-3c53-42b1-8437-becc8c9a140a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=63bf7fb640fc49c019328e74a922f1e1&srepoch=1766442420&from=searchresults,https://www.booking.com/hotel/ca/the-banff-inn.en-gb.html?aid=304142&label=mkt123sc-5ad38823-3c53-42b1-8437-becc8c9a140a&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=63bf7fb640fc49c019328e74a922f1e1&srepoch=1766442420&from=searchresults,booking.com,0,0,,,12,,,2025-12-22T22:27:17Z,Data sourced from Booking.com listing
canada-banff-high-country-inn,High Country Inn,Banff,Alberta,Canada,Midscale,21,51.1765,-115.5681,https://www.highcountryinn.com/,https://www.booking.com/hotel/ca/po-coast-high-country-inn-whitehorse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHXNlYXJjaF9oaWdoIGNvdW50cnkgaW5uIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYjKfKBsACAdICJGM4MjZlZjAzLWQ3NDItNDQwMC1hM2EyLTM3MjBmNWM5NmE2YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=36fa9e0cd2690889&srepoch=1766442524&from=searchresults,https://www.booking.com/hotel/ca/po-coast-high-country-inn-whitehorse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCHXNlYXJjaF9oaWdoIGNvdW50cnkgaW5uIGJhbmZmSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKYjKfKBsACAdICJGM4MjZlZjAzLWQ3NDItNDQwMC1hM2EyLTM3MjBmNWM5NmE2YdgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=36fa9e0cd2690889&srepoch=1766442524&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:29:00Z,Data sourced from Booking.com listing
canada-banff-inns-of-banff,Inns of Banff,Banff,Alberta,Canada,Midscale,22,51.1758,-115.5676,https://www.innsofbanff.com/,https://hotelcanoeandsuites.com/amenities/,,official,0,0,,,,,,2025-12-22T22:29:21Z,No taxes or fees found on policy page
canada-banff-banff-rocky-mountain-resort,Banff Rocky Mountain Resort,Banff,Alberta,Canada,Upper-Midscale,23,51.1634,-115.5589,https://www.banffrockymountainresort.com/,https://www.booking.com/hotel/ca/banff-rocky-mountain-resort.en-gb.html?aid=304142&label=mkt123sc-22c5f055-026a-4ccf-bd87-920df0342cdf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7823b8e60992727e149bbccae104fff8&srepoch=1766442646&from=searchresults,https://www.booking.com/hotel/ca/banff-rocky-mountain-resort.en-gb.html?aid=304142&label=mkt123sc-22c5f055-026a-4ccf-bd87-920df0342cdf&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7823b8e60992727e149bbccae104fff8&srepoch=1766442646&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:31:05Z,Data sourced from Booking.com listing
canada-banff-brewsters-mountain-lodge,Brewster's Mountain Lodge,Banff,Alberta,Canada,Midscale,24,51.1779,-115.5707,https://www.brewstermountainlodge.com/,https://brewstermountainlodge.com/privacy,,official,0,0,,,,,,2025-12-22T22:32:18Z,No taxes or fees found on policy page
canada-banff-king-edward-hotel,King Edward Hotel,Banff,Alberta,Canada,Economy,25,51.1781,-115.5711,https://www.kingedwardbanff.com/,https://www.booking.com/hotel/ca/king-edward-banff.en-gb.html?aid=304142&label=mkt123sc-8063627c-b475-4e91-9632-cc8f8b52a1a7&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=77000597bf33ba58c1e6e613972c67d3&srepoch=1766442826&from=searchresults,https://www.booking.com/hotel/ca/king-edward-banff.en-gb.html?aid=304142&label=mkt123sc-8063627c-b475-4e91-9632-cc8f8b52a1a7&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=77000597bf33ba58c1e6e613972c67d3&srepoch=1766442826&from=searchresults,booking.com,0,1,,,,,$150,2025-12-22T22:34:04Z,Data sourced from Booking.com listing
canada-banff-samesun-banff,Samesun Banff,Banff,Alberta,Canada,Economy,26,51.1785,-115.5718,https://www.samesun.com/banff/,https://samesun.com/about-samesun/,,official,0,0,,,,,,2025-12-22T22:34:54Z,No taxes or fees found on policy page
canada-banff-hi-banff-alpine-centre,HI Banff Alpine Centre,Banff,Alberta,Canada,Economy,27,51.1621,-115.5567,https://hihostels.ca/en/destinations/alberta/hi-banff-alpine-centre,https://hihostels.ca/faq,,official,0,0,,,,,,2025-12-22T22:35:29Z,No taxes or fees found on policy page
canada-banff-bumpers-inn,Bumpers Inn,Banff,Alberta,Canada,Economy,28,51.1792,-115.5728,https://www.bumpersinn.com/,https://www.bumpersinn.com/fees,,official,0,0,,,,,,2025-12-22T22:35:34Z,No taxes or fees found on policy page
canada-banff-red-carpet-inn,Red Carpet Inn,Banff,Alberta,Canada,Economy,29,51.1787,-115.5721,https://www.banffredcarpetinn.com/,https://www.booking.com/hotel/ca/red-carpet-inn.en-gb.html?aid=304142&label=mkt123sc-a9b51211-5231-4a02-a479-9c738e9b8f94&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=9b433545aceb6d7aa20c452b17fa2e32&srepoch=1766443015&from=searchresults,https://www.booking.com/hotel/ca/red-carpet-inn.en-gb.html?aid=304142&label=mkt123sc-a9b51211-5231-4a02-a479-9c738e9b8f94&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=9b433545aceb6d7aa20c452b17fa2e32&srepoch=1766443015&from=searchresults,booking.com,0,0,,,,,,2025-12-22T22:37:14Z,Data sourced from Booking.com listing
canada-banff-banff-international-hotel,Banff International Hotel,Banff,Alberta,Canada,Midscale,30,51.1774,-115.5699,https://www.banffinternationalhotel.com/,https://www.banffjaspercollection.com/hotels/elk-avenue-hotel/,,official,0,0,,,,,,2025-12-22T22:37:14Z,No taxes or fees found on policy page
canada-blue-mountain-westin-trillium-house-blue-mountain,Westin Trillium House Blue Mountain,Blue Mountain,Ontario,Canada,Upscale,1,44.5012,-80.3156,https://www.marriott.com/hotels/travel/yyzwb-the-westin-trillium-house-blue-mountain/,https://www.booking.com/hotel/ca/the-westin-trillium-house-blue-mountain.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCOHNlYXJjaF93ZXN0aW4gdHJpbGxpdW0gaG91c2UgYmx1ZSBtb3VudGFpbiBibHVlIG1vdW50YWluSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK55qfKBsACAdICJDRlYTBhM2E5LWJhM2MtNDhmNi04Y2EwLWRhYWM4ZGJiM2JlMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4fe50bdc6698025d&srepoch=1766454076&from=searchresults,https://www.booking.com/hotel/ca/the-westin-trillium-house-blue-mountain.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCOHNlYXJjaF93ZXN0aW4gdHJpbGxpdW0gaG91c2UgYmx1ZSBtb3VudGFpbiBibHVlIG1vdW50YWluSDNYBGgniAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK55qfKBsACAdICJDRlYTBhM2E5LWJhM2MtNDhmNi04Y2EwLWRhYWM4ZGJiM2JlMNgCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=4fe50bdc6698025d&srepoch=1766454076&from=searchresults,booking.com,0,0,,,,,,2025-12-23T01:41:34Z,Data sourced from Booking.com listing
canada-blue-mountain-blue-mountain-resort,Blue Mountain Resort,Blue Mountain,Ontario,Canada,Upscale,2,44.5023,-80.3167,https://www.bluemountain.ca/,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:41:53Z,No taxes or fees found on policy page
canada-blue-mountain-mosaic-blue-mountain,Mosaic Blue Mountain,Blue Mountain,Ontario,Canada,Upper-Midscale,3,44.5034,-80.3178,https://www.bluemountain.ca/plan-your-trip/accommodations/mosaic,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:42:17Z,No taxes or fees found on policy page
canada-blue-mountain-grand-georgian,Grand Georgian,Blue Mountain,Ontario,Canada,Upper-Midscale,4,44.5045,-80.3189,https://www.bluemountain.ca/plan-your-trip/accommodations/grand-georgian,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:42:39Z,No taxes or fees found on policy page
canada-blue-mountain-weider-lodge,Weider Lodge,Blue Mountain,Ontario,Canada,Upper-Midscale,5,44.5056,-80.3201,https://www.bluemountain.ca/plan-your-trip/accommodations/weider-lodge,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:42:59Z,No taxes or fees found on policy page
canada-blue-mountain-village-at-blue,Village at Blue,Blue Mountain,Ontario,Canada,Upper-Midscale,6,44.5001,-80.3145,https://www.bluemountain.ca/plan-your-trip/accommodations/village-at-blue,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:43:18Z,No taxes or fees found on policy page
canada-blue-mountain-seasons-blue-mountain,Seasons Blue Mountain,Blue Mountain,Ontario,Canada,Midscale,7,44.4989,-80.3134,https://www.bluemountain.ca/plan-your-trip/accommodations/seasons,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:43:38Z,No taxes or fees found on policy page
canada-blue-mountain-snowbridge,Snowbridge,Blue Mountain,Ontario,Canada,Upper-Midscale,8,44.4978,-80.3123,https://www.bluemountain.ca/plan-your-trip/accommodations/snowbridge,https://www.bluemountain.ca/discover-blue/getting-here,,official,0,0,,,,,,2025-12-23T01:43:59Z,No taxes or fees found on policy page
canada-blue-mountain-living-water-resort,Living Water Resort,Blue Mountain,Ontario,Canada,Midscale,9,44.4967,-80.3112,https://www.livingwaterresort.com/,https://www.booking.com/hotel/ca/living-water-resort.en-gb.html?aid=304142&label=mkt123sc-5e9a2738-0187-4133-ba4f-2e656ab3bd50&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f1fa56cbc1dd50635fc94cdfa3c4327b&srepoch=1766454333&from=searchresults,https://www.booking.com/hotel/ca/living-water-resort.en-gb.html?aid=304142&label=mkt123sc-5e9a2738-0187-4133-ba4f-2e656ab3bd50&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f1fa56cbc1dd50635fc94cdfa3c4327b&srepoch=1766454333&from=searchresults,booking.com,0,0,,,,,,2025-12-23T01:45:53Z,Data sourced from Booking.com listing
